"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.512358100E-1,7.992089272E0,-8.140534163E-1,8.786988258E-1
7.532371430E-1,7.987300873E0,-7.901107073E-1,8.547561169E-1
7.552425090E-1,7.960963726E0,-7.685621977E-1,8.427847624E-1
7.572438750E-1,7.958569527E0,-7.613793612E-1,8.619389534E-1
7.592452080E-1,7.992089272E0,-7.446194887E-1,8.547561169E-1
7.632451410E-1,8.025609016E0,-7.278595567E-1,8.595446348E-1
7.652465410E-1,8.028003693E0,-7.039167881E-1,8.571503758E-1
7.672478740E-1,8.044763565E0,-6.823683381E-1,8.595446348E-1
7.692495740E-1,8.087860107E0,-6.440598965E-1,8.523618579E-1
7.732477730E-1,8.126168251E0,-6.368771195E-1,8.547561169E-1
7.752491060E-1,8.174054146E0,-6.057515144E-1,8.595446348E-1
7.772504390E-1,8.238699913E0,-5.865973234E-1,8.858816624E-1
7.792518050E-1,8.267431259E0,-5.794144869E-1,8.858816624E-1
7.812531380E-1,8.327287674E0,-5.363175869E-1,8.858816624E-1
7.832541710E-1,8.408693314E0,-5.123748183E-1,8.906702399E-1
7.852555370E-1,8.442213058E0,-5.099805593E-1,9.146129489E-1
7.872568700E-1,8.504464149E0,-4.740664065E-1,9.170072675E-1
7.892585030E-1,8.566715240E0,-4.429408312E-1,9.648927450E-1
7.912598690E-1,8.597841263E0,-4.118152559E-1,9.601042271E-1
7.932614690E-1,8.660092354E0,-3.711125851E-1,9.840469360E-1
7.972593010E-1,8.765439987E0,-3.375927508E-1,1.005595446E0
7.992608340E-1,8.818114281E0,-3.184385598E-1,1.051086664E0
8.012621670E-1,8.858817101E0,-2.681587934E-1,1.070240855E0
8.032646670E-1,8.925856590E0,-2.561874092E-1,1.091789365E0
8.052658670E-1,9.002472878E0,-2.322446555E-1,1.132491946E0
8.072672000E-1,9.031204224E0,-2.226675600E-1,1.142069101E0
8.092686660E-1,9.105426788E0,-2.083019018E-1,1.173194647E0
8.112699990E-1,9.172467232E0,-1.915419847E-1,1.221080184E0
8.132713320E-1,9.194015503E0,-1.963305324E-1,1.233051538E0
8.172699980E-1,9.273026466E0,-1.795706153E-1,1.290514112E0
8.192713310E-1,9.337671280E0,-2.035133541E-1,1.331216812E0
8.212723640E-1,9.356825829E0,-2.346389294E-1,1.412622094E0
8.232736970E-1,9.368797302E0,-2.346389294E-1,1.426987767E0
8.252750300E-1,9.397528648E0,-2.801301479E-1,1.474873304E0
8.272763960E-1,9.419076920E0,-3.136500120E-1,1.537124395E0
8.292773620E-1,9.433443069E0,-3.399870098E-1,1.599375606E0
8.312786950E-1,9.431048393E0,-3.759011328E-1,1.632895470E0
8.332831280E-1,9.428654671E0,-4.309694767E-1,1.687963724E0
8.352844610E-1,9.447808266E0,-4.597007632E-1,1.721483588E0
8.372857940E-1,9.419076920E0,-5.243461728E-1,1.783734679E0
8.392869940E-1,9.380768776E0,-6.009629965E-1,1.831620216E0
8.412882600E-1,9.368797302E0,-6.129343510E-1,1.881899953E0
8.432899260E-1,9.323306084E0,-6.847625971E-1,1.951334000E0
8.452912590E-1,9.294574738E0,-6.967339516E-1,1.968093872E0
8.472925920E-1,9.275420189E0,-7.661679387E-1,2.004008055E0
8.492939580E-1,9.237112045E0,-8.332076073E-1,2.056682110E0
8.512952910E-1,9.208380699E0,-8.643332124E-1,2.078230619E0
8.532962910E-1,9.143735886E0,-9.289786220E-1,2.061470509E0
8.552972910E-1,9.091061592E0,-9.744698405E-1,2.054287672E0
8.572986240E-1,9.071907043E0,-9.984126091E-1,2.044710636E0
8.592997570E-1,9.021627426E0,-1.065452337E0,2.008796453E0
8.613011230E-1,8.954587936E0,-1.120520592E0,1.956122518E0
8.633013230E-1,8.918673515E0,-1.139674783E0,1.924996972E0
8.653034230E-1,8.861210823E0,-1.199531674E0,1.860351562E0
8.673047890E-1,8.830085754E0,-1.228263021E0,1.843591571E0
