"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.823973260E-1,-2.269730866E-1,1.556099802E-1,-2.665290534E-1
5.843988920E-1,-2.349143326E-1,1.727142036E-1,-2.659181952E-1
5.883984250E-1,-2.495751083E-1,2.185291052E-1,-2.488139719E-1
5.903997580E-1,-2.544620335E-1,2.295246720E-1,-2.451487780E-1
5.924011580E-1,-2.648467422E-1,2.509049475E-1,-2.390401214E-1
5.944024910E-1,-2.727879882E-1,2.588461936E-1,-2.402618527E-1
5.964042910E-1,-2.819509506E-1,2.912220657E-1,-2.280445546E-1
5.984056570E-1,-2.892813385E-1,3.040502369E-1,-2.182707042E-1
6.004066570E-1,-2.984443307E-1,3.168784082E-1,-2.188815773E-1
6.024080570E-1,-3.094398975E-1,3.407021463E-1,-2.115511894E-1
6.044094230E-1,-3.179920018E-1,3.657476306E-1,-2.029990703E-1
6.064107560E-1,-3.198246062E-1,3.724671304E-1,-2.017773390E-1
6.084120890E-1,-3.283767104E-1,3.950691521E-1,-1.956686825E-1
6.104134550E-1,-3.393722773E-1,4.048429728E-1,-1.913926452E-1
6.124147880E-1,-3.405940235E-1,4.133951068E-1,-1.907817721E-1
6.144160540E-1,-3.436483443E-1,4.311102033E-1,-1.858948469E-1
6.164177540E-1,-3.424266279E-1,4.323319495E-1,-1.828405112E-1
6.184190870E-1,-3.564765453E-1,4.469926953E-1,-1.736775339E-1
6.204204200E-1,-3.607525826E-1,4.549339712E-1,-1.706232131E-1
6.224217530E-1,-3.564765453E-1,4.634860456E-1,-1.626819670E-1
6.244230860E-1,-3.705264330E-1,4.579882920E-1,-1.663471460E-1
6.264244190E-1,-3.686938286E-1,4.579882920E-1,-1.608493626E-1
6.284257520E-1,-3.705264330E-1,4.598208666E-1,-1.565733254E-1
6.304270850E-1,-3.717481494E-1,4.543230832E-1,-1.584059149E-1
6.324284510E-1,-3.760241866E-1,4.451600909E-1,-1.504646540E-1
6.344353510E-1,-3.790785074E-1,4.402731955E-1,-1.565733254E-1
6.364365840E-1,-3.845763206E-1,4.311102033E-1,-1.535189748E-1
6.384380170E-1,-3.888523877E-1,4.085081816E-1,-1.565733254E-1
6.404393500E-1,-3.839654624E-1,4.005669653E-1,-1.553515792E-1
6.424406830E-1,-3.888523877E-1,3.810192645E-1,-1.553515792E-1
6.444420490E-1,-3.961827755E-1,3.688019514E-1,-1.584059149E-1
6.464433820E-1,-3.931284547E-1,3.443673253E-1,-1.639036983E-1
6.484447150E-1,-4.016805291E-1,3.187110126E-1,-1.645145565E-1
6.504460810E-1,-3.998479545E-1,3.003850281E-1,-1.675688922E-1
6.524474140E-1,-4.090109169E-1,2.777830064E-1,-1.706232131E-1
6.544487470E-1,-4.096218050E-1,2.460180372E-1,-1.785644740E-1
6.564497130E-1,-4.120652378E-1,2.325789928E-1,-1.816187948E-1
6.584510460E-1,-4.212282300E-1,2.069226503E-1,-1.907817721E-1
6.604527120E-1,-4.236716926E-1,1.769902706E-1,-1.938360929E-1
6.624540120E-1,-4.212282300E-1,1.672164202E-1,-2.017773390E-1
6.644553450E-1,-4.316129386E-1,1.372840255E-1,-2.103294581E-1
6.664566780E-1,-4.377215803E-1,1.195689291E-1,-2.115511894E-1
6.684577440E-1,-4.389433265E-1,9.330172837E-2,-2.256010920E-1
6.704590770E-1,-4.444411397E-1,6.947798282E-2,-2.341531962E-1
6.724604100E-1,-4.487171769E-1,5.420634896E-2,-2.402618527E-1
6.744618430E-1,-4.529932141E-1,2.488481626E-2,-2.518682778E-1
6.764631760E-1,-4.627670944E-1,4.726264626E-3,-2.598095536E-1
6.784645090E-1,-4.658214152E-1,-7.491040509E-3,-2.616421580E-1
6.804658750E-1,-4.780386984E-1,-2.276267298E-2,-2.732485533E-1
6.824672080E-1,-4.878125489E-1,-4.108862951E-2,-2.830224335E-1
6.844685410E-1,-4.896451533E-1,-4.841900989E-2,-2.872984707E-1
6.864699070E-1,-4.988081455E-1,-5.513853207E-2,-2.921853960E-1
6.884712400E-1,-5.036950111E-1,-6.063631922E-2,-2.940180004E-1
6.904725730E-1,-5.104145408E-1,-7.041016221E-2,-3.001266420E-1
6.924739060E-1,-5.220209956E-1,-7.224275917E-2,-3.031809628E-1
6.964711050E-1,-5.385143161E-1,-6.552323699E-2,-3.117330968E-1
6.984724380E-1,-5.452339053E-1,-6.246891245E-2,-3.105113506E-1
7.004765040E-1,-5.519534349E-1,-5.880372226E-2,-3.123439550E-1
7.024778700E-1,-5.605055094E-1,-4.169949517E-2,-3.141765296E-1
7.044791360E-1,-5.708901882E-1,-2.703872882E-2,-3.099004924E-1
7.064804690E-1,-5.763880014E-1,-1.665401831E-2,-3.044027090E-1
7.084818350E-1,-5.861618519E-1,9.002321400E-3,-3.037918508E-1
7.104876680E-1,-5.892161727E-1,3.649125621E-2,-3.007375300E-1
7.124890010E-1,-5.959356427E-1,5.237375200E-2,-2.995157838E-1
7.144903670E-1,-6.020443439E-1,7.986268401E-2,-2.885202169E-1
7.164917000E-1,-6.075420976E-1,1.018538326E-1,-2.879093289E-1
7.184930330E-1,-6.136507988E-1,1.354514360E-1,-2.805789411E-1
7.204943990E-1,-6.179268360E-1,1.776011288E-1,-2.714159787E-1
7.224957320E-1,-6.191485524E-1,1.873749644E-1,-2.671399117E-1
7.244970650E-1,-6.191485524E-1,2.246377617E-1,-2.573660910E-1
7.264984310E-1,-6.252571940E-1,2.564027309E-1,-2.451487780E-1
7.284997640E-1,-6.270898581E-1,2.747286856E-1,-2.427053005E-1
7.305010970E-1,-6.307550073E-1,3.058828413E-1,-2.298771292E-1
7.325024630E-1,-6.289224029E-1,3.272631168E-1,-2.207141668E-1
7.345086630E-1,-6.307550073E-1,3.364260793E-1,-2.176598310E-1
7.365099960E-1,-6.313658953E-1,3.639150262E-1,-2.054425329E-1
7.385113620E-1,-6.313658953E-1,3.651367426E-1,-1.968904287E-1
