"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.303662820E-1,9.409500122E0,-4.597007632E-1,-4.707144260E0
5.323676480E-1,9.433443069E0,-4.573064744E-1,-4.714327335E0
5.343689810E-1,9.445414543E0,-4.980091453E-1,-4.743058205E0
5.363703140E-1,9.454991341E0,-4.956148863E-1,-4.738269806E0
5.383706470E-1,9.502876282E0,-5.171633363E-1,-4.731087208E0
5.403719800E-1,9.522030830E0,-5.315290093E-1,-4.745452881E0
5.423736130E-1,9.505270958E0,-5.219519138E-1,-4.745452881E0
5.443749790E-1,9.514847755E0,-5.482889414E-1,-4.735875607E0
5.463763120E-1,9.495694160E0,-5.458946824E-1,-4.728692532E0
5.483777780E-1,9.488511086E0,-5.458946824E-1,-4.738269806E0
5.503791440E-1,9.490905762E0,-5.315290093E-1,-4.738269806E0
5.543746770E-1,9.471751213E0,-5.099805593E-1,-4.767001152E0
5.563760430E-1,9.464568138E0,-5.004034638E-1,-4.778972626E0
5.583772090E-1,9.457385063E0,-4.980091453E-1,-4.771789551E0
5.603785420E-1,9.426259995E0,-4.884320498E-1,-4.800520897E0
5.623799080E-1,9.409500122E0,-4.740664065E-1,-4.802915096E0
5.643805410E-1,9.390345573E0,-4.908263385E-1,-4.800520897E0
5.663815740E-1,9.356825829E0,-4.980091453E-1,-4.826858044E0
5.683832070E-1,9.340065956E0,-4.884320498E-1,-4.826858044E0
5.703845400E-1,9.335277557E0,-4.932205975E-1,-4.819674969E0
5.723858730E-1,9.299363136E0,-4.716721475E-1,-4.836435318E0
5.743872390E-1,9.292180061E0,-4.692778587E-1,-4.829252243E0
5.763885720E-1,9.261054993E0,-4.237866402E-1,-4.836435318E0
5.783895720E-1,9.222746849E0,-4.118152559E-1,-4.824463844E0
5.803909380E-1,9.196409225E0,-4.094209969E-1,-4.807703972E0
5.823922710E-1,9.170072556E0,-3.854782581E-1,-4.798126698E0
5.843936040E-1,9.143735886E0,-3.759011328E-1,-4.814886570E0
5.863949370E-1,9.136552811E0,-3.663240373E-1,-4.824463844E0
5.883974030E-1,9.103033066E0,-3.471698463E-1,-4.824463844E0
5.903987360E-1,9.074301720E0,-3.351984620E-1,-4.822069645E0
5.924000690E-1,9.064723969E0,-3.256213665E-1,-4.834040642E0
5.944014020E-1,9.035993576E0,-2.753416002E-1,-4.860377789E0
5.964027680E-1,9.024022102E0,-2.537931204E-1,-4.843617916E0
5.984041010E-1,9.009655952E0,-2.298503816E-1,-4.862771988E0
6.004054340E-1,8.956981659E0,-1.939362586E-1,-4.843617916E0
6.024068000E-1,8.937828064E0,-1.987248063E-1,-4.853195190E0
6.044081330E-1,8.921068192E0,-1.675992310E-1,-4.857983589E0
6.064094660E-1,8.904308319E0,-1.628106833E-1,-4.889109135E0
6.084106990E-1,8.897125244E0,-1.556278616E-1,-4.896292210E0
6.104120320E-1,8.877970695E0,-1.508393139E-1,-4.879531860E0
6.124136650E-1,8.861210823E0,-1.484450400E-1,-4.893897533E0
6.144150650E-1,8.870788574E0,-1.412622184E-1,-4.886714935E0
6.164163980E-1,8.846845627E0,-1.221080124E-1,-4.917840481E0
6.184178980E-1,8.844450951E0,-1.149251908E-1,-4.941783428E0
6.204189310E-1,8.827691078E0,-1.077423692E-1,-4.953754425E0
6.224202640E-1,8.801354408E0,-8.619388938E-2,-4.980091572E0
6.244215970E-1,8.794171333E0,-7.901106775E-2,-4.987274647E0
6.264232630E-1,8.808537483E0,-6.464541703E-2,-5.006428719E0
6.284243290E-1,8.825297356E0,-6.943397224E-2,-5.039948463E0
6.304256620E-1,8.830085754E0,-6.703969836E-2,-5.075862408E0
6.324270280E-1,8.851634026E0,-6.464541703E-2,-5.126142502E0
6.344290610E-1,8.865999222E0,-7.182824612E-2,-5.152479172E0
6.364300940E-1,8.897125244E0,-7.661679387E-2,-5.178816319E0
6.384322270E-1,8.880365372E0,-8.619388938E-2,-5.221913338E0
6.404335600E-1,8.894730568E0,-8.140534163E-2,-5.262616158E0
6.424409260E-1,8.906702042E0,-8.140534163E-2,-5.288952827E0
6.444422920E-1,8.921068192E0,-7.422251999E-2,-5.336838722E0
6.464436250E-1,8.916279793E0,-8.858817071E-2,-5.353598595E0
6.484438250E-1,8.949799538E0,-5.985686928E-2,-5.384724140E0
6.504451910E-1,8.990502357E0,-8.858817071E-2,-5.413455486E0
6.524465240E-1,8.983319283E0,-8.858817071E-2,-5.437397957E0
6.544478570E-1,9.016839027E0,-9.577099234E-2,-5.461340904E0
6.564491900E-1,9.035993576E0,-1.125309169E-1,-5.485283375E0
6.584505230E-1,9.067118645E0,-1.101366431E-1,-5.502043724E0
6.604528890E-1,9.115004539E0,-1.197137386E-1,-5.540351868E0
6.624538890E-1,9.160495758E0,-1.245022863E-1,-5.573871613E0
6.644551550E-1,9.174860954E0,-1.173194647E-1,-5.566689014E0
6.664564550E-1,9.203592300E0,-1.316851079E-1,-5.602602959E0
6.684577210E-1,9.220352173E0,-1.316851079E-1,-5.616968632E0
6.704644870E-1,9.237112045E0,-1.340793967E-1,-5.645699978E0
6.724662200E-1,9.249083519E0,-1.699935049E-1,-5.667248249E0
6.744675530E-1,9.249083519E0,-1.867534369E-1,-5.662459850E0
6.764688860E-1,9.301757812E0,-2.226675600E-1,-5.684008598E0
6.784702520E-1,9.328094482E0,-2.226675600E-1,-5.707951069E0
6.804719180E-1,9.342460632E0,-2.490045726E-1,-5.710345268E0
6.824729510E-1,9.361614227E0,-2.968900800E-1,-5.755836487E0
6.844746840E-1,9.361614227E0,-3.208328187E-1,-5.791750908E0
6.864760170E-1,9.347249031E0,-3.304099143E-1,-5.813299179E0
6.884773500E-1,9.361614227E0,-3.759011328E-1,-5.858790398E0
6.904787160E-1,9.368797302E0,-3.830839694E-1,-5.849213123E0
6.924800490E-1,9.344854355E0,-3.950553536E-1,-5.863578796E0
6.944806820E-1,9.330489159E0,-4.357580245E-1,-5.865973473E0
6.964823480E-1,9.337671280E0,-4.549122155E-1,-5.868367672E0
6.984832480E-1,9.313729286E0,-4.884320498E-1,-5.882733345E0
7.004845810E-1,9.296969414E0,-5.195576549E-1,-5.921041489E0
7.044812470E-1,9.251478195E0,-5.650488734E-1,-5.892310143E0
7.064825800E-1,9.249083519E0,-6.105400920E-1,-5.904281616E0
7.084839460E-1,9.244295120E0,-6.009629965E-1,-5.911464691E0
7.104852790E-1,9.227535248E0,-5.865973234E-1,-5.925830364E0
