"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.230728220E-1,-2.782857716E-1,-1.983029246E0,1.830677688E-1
9.250741550E-1,-2.685119212E-1,-1.995857477E0,1.836786419E-1
9.270754880E-1,-2.495751083E-1,-2.014183283E0,1.794025749E-1
9.290768540E-1,-2.336926162E-1,-2.028233290E0,1.794025749E-1
9.310785200E-1,-2.306382805E-1,-2.026400566E0,1.794025749E-1
9.330798530E-1,-2.233078927E-1,-2.011129141E0,1.769591123E-1
9.350812190E-1,-2.257513553E-1,-1.992803097E0,1.855112165E-1
9.370825520E-1,-2.312491387E-1,-1.983640194E0,1.952850670E-1
9.390837520E-1,-2.361360639E-1,-1.962870717E0,2.227739990E-1
9.410851180E-1,-2.422447205E-1,-1.942712188E0,2.380456328E-1
9.430864510E-1,-2.538511753E-1,-1.903616786E0,2.740866840E-1
9.450877840E-1,-2.636249959E-1,-1.866353989E0,2.918017805E-1
9.470888170E-1,-2.660684586E-1,-1.853525758E0,2.893583179E-1
9.490901500E-1,-2.599598169E-1,-1.826647758E0,2.808062136E-1
9.510921160E-1,-2.471316308E-1,-1.802213192E0,2.557607293E-1
9.530934820E-1,-2.428555936E-1,-1.792439342E0,2.490412146E-1
9.550948150E-1,-2.220861614E-1,-1.765561104E0,2.319369763E-1
9.570961480E-1,-2.092579901E-1,-1.727687597E0,2.166653425E-1
9.590975140E-1,-2.019276172E-1,-1.709361553E0,2.160544842E-1
9.610988470E-1,-1.897103190E-1,-1.665379286E0,2.050589174E-1
9.631001800E-1,-1.854342520E-1,-1.628116608E0,1.873438060E-1
9.651021460E-1,-1.817690581E-1,-1.607347131E0,1.812351644E-1
9.671034790E-1,-1.726060808E-1,-1.578025579E0,1.659635305E-1
9.691048120E-1,-1.677191556E-1,-1.560310602E0,1.574114263E-1
9.711061780E-1,-1.597779095E-1,-1.516328216E0,1.378637403E-1
9.731075110E-1,-1.616104990E-1,-1.475400209E0,1.225920990E-1
9.751088440E-1,-1.622213721E-1,-1.459517717E0,1.219812408E-1
9.771101440E-1,-1.530583948E-1,-1.443635225E0,1.122073904E-1
9.791113440E-1,-1.414519548E-1,-1.430196166E0,9.754662961E-2
9.811126770E-1,-1.383976340E-1,-1.425920129E0,9.327057004E-2
9.831140100E-1,-1.261803210E-1,-1.421033144E0,8.410759270E-2
9.851160430E-1,-1.109086946E-1,-1.406983256E0,8.838365227E-2
9.871173760E-1,-1.072435006E-1,-1.394155145E0,9.876835346E-2
9.891187090E-1,-9.746965766E-2,-1.365444422E0,1.201486439E-1
9.911200420E-1,-9.930225462E-2,-1.348340154E0,1.360311359E-1
9.931213750E-1,-1.041891798E-1,-1.309855700E0,1.482484490E-1
9.951227080E-1,-1.157956198E-1,-1.281755924E0,1.415289342E-1
9.971240410E-1,-1.182390749E-1,-1.264040947E0,1.372528672E-1
