"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.524417640E-1,9.988914490E0,1.915419847E-2,5.435003638E-1
6.544431300E-1,1.009186840E1,-1.221080124E-1,5.458946824E-1
6.564444630E-1,1.028341007E1,-3.639297783E-1,5.698373914E-1
6.604417950E-1,1.057311726E1,-7.278595567E-1,5.506832004E-1
6.624431610E-1,1.074550533E1,-9.385557175E-1,5.387118459E-1
6.644445270E-1,1.091310501E1,-1.125309110E0,5.387118459E-1
6.664458600E-1,1.098972130E1,-1.223474383E0,5.387118459E-1
6.684471600E-1,1.110704041E1,-1.359948039E0,5.339232683E-1
6.704485260E-1,1.120041752E1,-1.486844659E0,5.315290093E-1
6.724498920E-1,1.121478367E1,-1.553884387E0,5.267404318E-1
6.744512250E-1,1.126266861E1,-1.668809533E0,5.315290093E-1
6.764525910E-1,1.125069714E1,-1.752609134E0,5.219519138E-1
6.784538910E-1,1.116450310E1,-1.807677507E0,5.339232683E-1
6.804552240E-1,1.111661816E1,-1.819648862E0,5.123748183E-1
6.824565240E-1,1.103521252E1,-1.814860344E0,4.980091453E-1
6.844578240E-1,1.078141975E1,-1.783734679E0,4.812492430E-1
6.864591570E-1,1.052044392E1,-1.716695070E0,4.716721475E-1
6.884604900E-1,1.039354706E1,-1.656838179E0,4.764606953E-1
6.904618230E-1,1.016130257E1,-1.544307232E0,4.908263385E-1
6.924638230E-1,9.962577820E0,-1.429382086E0,4.836435020E-1
6.944651560E-1,9.873989105E0,-1.364736676E0,5.004034638E-1
6.964664890E-1,9.720755577E0,-1.206714511E0,5.363175869E-1
6.984678890E-1,9.574705124E0,-1.022355318E0,5.554717779E-1
7.004692220E-1,9.493299484E0,-9.265843630E-1,5.698373914E-1
7.024705880E-1,9.387951851E0,-7.158881426E-1,5.937801600E-1
7.044714880E-1,9.313729286E0,-5.961744189E-1,6.057515144E-1
7.064728210E-1,9.198803902E0,-4.070267081E-1,6.320885420E-1
7.084741540E-1,9.098244667E0,-1.460507661E-1,6.751855016E-1
7.104755200E-1,9.059935570E0,-9.577099234E-3,6.919454336E-1
7.124768860E-1,8.990502357E0,2.154847383E-1,7.158881426E-1
7.144782190E-1,8.894730568E0,4.884320498E-1,7.374366522E-1
7.164795850E-1,8.873182297E0,6.440598965E-1,7.589851022E-1
7.184809180E-1,8.813325882E0,9.002473354E-1,7.877163887E-1
7.204822180E-1,8.789382935E0,1.170800328E0,8.547561169E-1
7.224835840E-1,8.753468513E0,1.304879785E0,8.691217303E-1
7.244849170E-1,8.710371971E0,1.585009933E0,9.146129489E-1
7.264862170E-1,8.674457550E0,1.857957244E0,9.289786220E-1
7.284876170E-1,8.631361008E0,1.987248063E0,9.864411950E-1
7.304889500E-1,8.566715240E0,2.241041183E0,1.036720991E0
7.324909830E-1,8.554743767E0,2.367937803E0,1.053480864E0
7.344923490E-1,8.502069473E0,2.554691315E0,1.108549237E0
7.364938150E-1,8.444606781E0,2.758204460E0,1.154040456E0
7.384951480E-1,8.379961967E0,2.942563772E0,1.187560320E0
7.404962810E-1,8.341653824E0,3.023969173E0,1.209108829E0
7.424976140E-1,8.250671387E0,3.143682718E0,1.278542757E0
7.444989800E-1,8.181237221E0,3.205934048E0,1.295302629E0
7.465003130E-1,8.075888634E0,3.289733648E0,1.338399649E0
7.485016460E-1,7.960963726E0,3.359167576E0,1.345582485E0
7.505029790E-1,7.893924236E0,3.392687321E0,1.333611012E0
7.525036790E-1,7.786181450E0,3.435784340E0,1.340793848E0
7.545050120E-1,7.719141960E0,3.433390141E0,1.333611012E0
7.565063780E-1,7.597033978E0,3.421418667E0,1.312062621E0
7.585076780E-1,7.448588848E0,3.373533249E0,1.264177084E0
7.605101440E-1,7.398309231E0,3.347196102E0,1.245022893E0
7.625114770E-1,7.266623974E0,3.275367975E0,1.182771802E0
7.645125430E-1,7.137333393E0,3.189173937E0,1.127703428E0
7.665139090E-1,6.998465061E0,3.074248791E0,1.120520592E0
7.685152420E-1,6.919454098E0,3.028757572E0,1.077423692E0
7.705165750E-1,6.790163517E0,2.913832426E0,1.043903828E0
7.725179080E-1,6.723123550E0,2.858764172E0,1.043903828E0
7.745192410E-1,6.574678421E0,2.724684715E0,1.022355318E0
7.765205740E-1,6.490879059E0,2.655250788E0,1.015172482E0
7.785218740E-1,6.330462456E0,2.525959969E0,9.840469360E-1
7.805232400E-1,6.201171875E0,2.370332003E0,9.888355136E-1
7.825245730E-1,6.138920784E0,2.310475111E0,9.840469360E-1
7.845257390E-1,5.992869854E0,2.154847383E0,9.601042271E-1
